id,filename,region,visual_theme,category,duration_sec,candidate_tier,priority_review,visual_note
V0491,DSCF4033_高品質 1080p HD.mp4,備後,資源循環,機械・素材加工・交流・体験,41.041,A,True,大型装置が塊状素材を扱う工程。工場の迫力
V0492,DSCF4034_高品質 1080p HD.mp4,備後,資源循環,機械・素材加工,7.007,,False,
V0493,DSCF4035_高品質 1080p HD.mp4,備後,資源循環,機械・交流・体験,34.034,,False,
V0494,DSCF4036_高品質 1080p HD.mp4,備後,資源循環,機械・交流・体験,5.005,,False,
V0495,DSCF4037_高品質 1080p HD.mp4,備後,資源循環,機械・素材加工,9.009,,False,
V0496,DSCF4038_高品質 1080p HD.mp4,備後,資源循環,機械・素材加工,3.003,,False,
V0497,DSCF4039_高品質 1080p HD.mp4,備後,資源循環,機械・素材加工,16.016,A,False,重機が素材を持ち上げ容器に入れる工程。大きな動作
V0498,DSCF4040_高品質 1080p HD.mp4,備後,資源循環,人物・交流・体験,7.007,,False,
V0499,DSCF4041_高品質 1080p HD.mp4,備後,資源循環,工場全景・交流・体験,29.029,,False,
V0500,DSCF4042_高品質 1080p HD.mp4,備後,資源循環,機械・素材加工,37.037,A,False,車両の後部装置の動作。環境音は要試聴
V0501,DSCF4043_高品質 1080p HD.mp4,備後,資源循環,機械・素材加工,5.005,A,False,ベルト状装置で素材を搬送。反復動作
V0502,DSCF4047_高品質 1080p HD.mp4,備後,資源循環,交流・体験,19.019,,False,
V0503,DSCF4048_高品質 1080p HD.mp4,備後,資源循環,製品・交流・体験,20.02,B,False,大きな塊を見学者が触る場面。素材の量感
V0504,DSCF4049_高品質 1080p HD.mp4,備後,資源循環,工場全景・交流・体験,5.005,,False,
V0505,DSCF4050_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,資料・地域風景,4.004,,False,
V0506,DSCF4059_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,23.023,,False,
V0507,DSCF4060_高品質 1080p HD.mp4,備後,業種要確認,手仕事・交流・体験,15.015,,False,
V0508,DSCF4061_高品質 1080p HD.mp4,備後,業種要確認,手仕事・交流・体験,11.011,,False,
V0509,DSCF4062_高品質 1080p HD.mp4,備後,業種要確認,手仕事・交流・体験,14.014,,False,
V0510,DSCF4066_高品質 1080p HD.mp4,備後,業種要確認,手仕事・交流・体験,6.006,,False,
V0511,DSCF4067_高品質 1080p HD.mp4,備後,業種要確認,手仕事・交流・体験,10.01,,False,
V0512,DSCF4073_高品質 1080p HD.mp4,備後,業種要確認,手仕事・交流・体験,15.015,,False,
V0513,DSCF4074_高品質 1080p HD.mp4,備後,業種要確認,手仕事・交流・体験,19.019,,False,
V0514,DSCF4075_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,15.015,,False,
V0515,DSCF4080_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,6.006,,False,
V0516,DSCF4081_高品質 1080p HD.mp4,備後,業種要確認,手仕事・交流・体験,7.007,,False,
V0517,DSCF4089_高品質 1080p HD.mp4,備後,業種要確認,手仕事・交流・体験,10.01,,False,
V0518,DSCF4090_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,13.013,,False,
V0519,DSCF4091_高品質 1080p HD.mp4,備後,業種要確認,手仕事・交流・体験,28.028,,False,
V0520,DSCF4095_高品質 1080p HD.mp4,備後,業種要確認,手仕事・交流・体験,14.014,B,False,色素材を組む手元と参加者
V0521,DSCF4096_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,18.018,,False,
V0522,DSCF4111_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,8.008,,False,
V0523,DSCF4118_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,12.012,,False,
V0524,DSCF4121_高品質 1080p HD.mp4,備後,業種要確認,工場全景・交流・体験,19.019,,False,
V0525,DSCF4122_高品質 1080p HD.mp4,備後,金属加工,機械・素材加工,19.019,,False,
V0526,DSCF4125_高品質 1080p HD.mp4,備後,金属加工,機械・素材加工,41.041,A,True,加工工具と液体がかかる素材。加工の瞬間
V0527,DSCF4126_高品質 1080p HD.mp4,備後,金属加工,機械・素材加工,18.018,,False,
V0528,DSCF4140_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,11.011,,False,
V0529,DSCF4141_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,21.021,,False,
V0530,DSCF4142_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,17.017,,False,
V0531,DSCF4143_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,17.017,,False,
V0532,DSCF4159_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,14.014,,False,
V0533,DSCF4160_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,16.016,,False,
V0534,DSCF4167_高品質 1080p HD.mp4,備後,繊維・縫製,人物・交流・体験,12.012,,False,
V0535,DSCF4177_高品質 1080p HD.mp4,備後,繊維・縫製,製品・交流・体験,8.008,,False,
V0536,DSCF4178_高品質 1080p HD.mp4,備後,繊維・縫製,製品・交流・体験,12.012,,False,
V0537,DSCF4179_高品質 1080p HD.mp4,備後,繊維・縫製,製品・交流・体験,9.009,,False,
V0538,DSCF4185_高品質 1080p HD.mp4,備後,繊維・縫製,機械・素材加工・交流・体験,9.009,,False,
V0539,DSCF4190_高品質 1080p HD.mp4,備後,繊維・縫製,機械・素材加工・交流・体験,23.023,,False,
V0540,DSCF4191_高品質 1080p HD.mp4,備後,繊維・縫製,機械・手仕事・素材加工・交流・体験,40.04,A,False,布状素材と細かな加工ヘッド。機械加工
V0541,DSCF4192_高品質 1080p HD.mp4,備後,繊維・縫製,機械・素材加工,16.016,,False,
V0542,DSCF4193_高品質 1080p HD.mp4,備後,繊維・縫製,機械・素材加工,11.011,A,False,布状素材に並ぶ加工ヘッドの寄り。加工の規則性と機械音候補
V0543,DSCF4194_高品質 1080p HD.mp4,備後,繊維・縫製,機械・素材加工,8.008,,False,
V0544,DSCF4207_高品質 1080p HD.mp4,備後,繊維・縫製,人物・製品・交流・体験,19.019,B,False,完成品を持った参加者の笑顔。体験の成果
V0545,DSCF4208_高品質 1080p HD.mp4,備後,繊維・縫製,製品・交流・体験,19.019,,False,
V0546,DSCF4211_高品質 1080p HD.mp4,備後,繊維・縫製,機械・工場全景・交流・体験,29.029,,False,
V0547,DSCF4220_高品質 1080p HD.mp4,備後,繊維・縫製,機械・製品・交流・体験,15.015,,False,
V0548,DSCF4221_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,19.019,,False,
V0549,DSCF4235_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,11.011,,False,
V0550,DSCF4236_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,9.009,,False,
V0551,DSCF4249_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,8.008,,False,
V0552,DSCF4258_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,16.016,,False,
V0553,DSCF4259_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,8.008,,False,
V0554,DSCF4272_高品質 1080p HD.mp4,備後,業種要確認,資料・交流・体験,11.011,,False,
V0555,DSCF4273_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,16.016,,False,
V0556,DSCF4298_高品質 1080p HD.mp4,備後,業種要確認,資料・交流・体験,21.021,,False,
V0557,DSCF4299_高品質 1080p HD.mp4,備後,業種要確認,資料・交流・体験,10.01,,False,
V0558,DSCF4323_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,11.011,,False,
V0559,DSCF4324_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,10.01,,False,
V0560,DSCF4329_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,7.007,,False,
V0561,DSCF4338_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,14.014,,False,
V0562,DSCF4339_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,13.013,,False,
V0563,DSCF4341_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,17.017,,False,
V0564,DSCF4348_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,9.009,,False,
V0565,DSCF4350_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,11.011,,False,
V0566,DSCF4351_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,19.019,,False,
V0567,DSCF4352_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,11.011,,False,
V0568,DSCF4356_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,16.016,,False,
V0569,DSCF4357_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,9.009,,False,
V0570,DSCF4368_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,16.016,,False,
V0571,DSCF4376_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,6.006,,False,
V0572,DSCF4386_高品質 1080p HD.mp4,備後,業種要確認,人物・手仕事・交流・体験,8.008,,False,
V0573,DSCF4387_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,6.006,,False,
V0574,DSCF4388_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,8.008,,False,
V0575,DSCF4392_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,7.007,,False,
V0576,DSCF4394_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,11.011,,False,
V0577,DSCF4397_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,23.023,,False,
V0578,DSCF4398_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,28.028,,False,
V0579,DSCF4402_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,3.003,,False,
V0580,DSCF4403_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,34.034,B,False,来場者が交流する場面。地域のつながりを添える補助候補
V0581,DSCF4404_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,16.016,,False,
V0582,DSCF1028_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景・工場全景,18.018,,False,
V0583,DSCF1033_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景・工場全景,15.015,,False,
V0584,DSCF1084_高品質 1080p HD.mp4,備後,業種要確認,手仕事・交流・体験,26.026,,False,
V0585,DSCF1200_高品質 1080p HD.mp4,備後,繊維・織物,機械・工場全景・交流・体験,11.011,,False,
V0586,DSCF1201_高品質 1080p HD.mp4,備後,繊維・織物,機械・工場全景・交流・体験,28.028,,False,
V0587,DSCF1208_高品質 1080p HD.mp4,備後,繊維・織物,機械・素材加工,14.014,,False,
V0588,DSCF1209_高品質 1080p HD.mp4,備後,繊維・織物,機械・工場全景,8.008,,False,
V0589,DSCF1213_高品質 1080p HD.mp4,備後,繊維・織物,機械・素材加工,7.007,A,False,細かな糸状素材を扱う装置の寄り。素材の密度と反復動作
V0590,DSCF1214_高品質 1080p HD.mp4,備後,繊維・織物,機械・素材加工,6.006,,False,
V0591,DSCF4414_高品質 1080p HD.mp4,備後,木工・家具,人物・交流・体験,15.015,,False,
V0592,DSCF4422_高品質 1080p HD.mp4,備後,木工・家具,手仕事・製品・交流・体験,7.007,,False,
V0593,DSCF4426_高品質 1080p HD.mp4,備後,木工・家具,機械・手仕事・交流・体験,6.006,,False,
V0594,DSCF4444_高品質 1080p HD.mp4,備後,木工・家具,人物・製品・交流・体験,15.015,,False,
V0595,DSCF4452_高品質 1080p HD.mp4,備後,木工・家具,手仕事・製品・交流・体験,6.006,,False,
V0596,DSCF4458_高品質 1080p HD.mp4,備後,木工・家具,機械・素材加工,10.01,,False,
V0597,DSCF4461_高品質 1080p HD.mp4,備後,木工・家具,機械・手仕事・交流・体験,4.004,A,False,木材を加工機に当てる参加者の手元。加工体験
V0598,DSCF4462_高品質 1080p HD.mp4,備後,木工・家具,機械・手仕事・交流・体験,26.026,,False,
V0599,DSCF4468_高品質 1080p HD.mp4,備後,木工・家具,手仕事・交流・体験,30.03,,False,
V0600,DSCF4469_高品質 1080p HD.mp4,備後,木工・家具,製品・交流・体験,7.007,B,False,組み立てた木製容器の完成形を見せる場面
V0601,DSCF4470_高品質 1080p HD.mp4,備後,木工・家具,機械・手仕事・交流・体験,14.014,,False,
V0602,DSCF4471_高品質 1080p HD.mp4,備後,木工・家具,製品・交流・体験,16.016,,False,
V0603,DSCF4472_高品質 1080p HD.mp4,備後,木工・家具,機械・手仕事・交流・体験,15.015,,False,
V0604,DSCF4478_高品質 1080p HD.mp4,備後,木工・家具,製品・交流・体験,7.007,,False,
V0605,DSCF4489_高品質 1080p HD.mp4,備後,木工・家具,人物・交流・体験,7.007,,False,
V0606,DSCF4494_高品質 1080p HD.mp4,備後,木工・家具,工場全景・交流・体験,9.009,,False,
V0607,DSCF4502_高品質 1080p HD.mp4,備後,木工・家具,製品・人物・交流・体験,8.008,,False,
V0608,DSCF4513_高品質 1080p HD.mp4,備後,木工・家具,機械・交流・体験,9.009,,False,
V0609,DSCF4515_高品質 1080p HD.mp4,備後,木工・家具,機械・資料,4.004,,False,
V0610,DSCF4519_高品質 1080p HD.mp4,備後,木工・家具,機械・手仕事・交流・体験,7.007,,False,
V0611,DSCF4521_高品質 1080p HD.mp4,備後,木工・家具,機械・素材加工,19.019,A,False,淡色素材を工具で加工する装置の寄り。加工の主軸候補
V0612,DSCF4522_高品質 1080p HD.mp4,備後,木工・家具,手仕事・製品,32.032,,False,
V0613,DSCF4523_高品質 1080p HD.mp4,備後,木工・家具,手仕事・製品,19.019,,False,
V0614,DSCF4535_高品質 1080p HD.mp4,備後,木工・家具,手仕事・素材加工,6.006,,False,
V0615,DSCF4540_高品質 1080p HD.mp4,備後,木工・家具,手仕事・素材加工,19.019,A,False,木材の曲面を道具で仕上げる手元。職人の手仕事
V0616,DSCF4541_高品質 1080p HD.mp4,備後,木工・家具,手仕事・素材加工,14.014,,False,
V0617,DSCF4550_高品質 1080p HD.mp4,備後,業種要確認,機械・工場全景,8.008,,False,
V0618,DSCF4551_高品質 1080p HD.mp4,備後,車両・内装,製品・交流・体験,8.008,B,False,木を使った車内状の空間。製品・内装を伝える補助候補
V0619,DSCF4552_高品質 1080p HD.mp4,備後,車両・内装,製品・手仕事・交流・体験,7.007,,False,
V0620,DSCF4553_高品質 1080p HD.mp4,備後,車両・内装,人物・交流・体験,6.006,,False,
V0621,DSCF4554_高品質 1080p HD.mp4,備後,車両・内装,製品・交流・体験,6.006,,False,
V0622,DSCF4559_高品質 1080p HD.mp4,備後,車両・内装,製品・人物・交流・体験,12.012,,False,
V0623,DSCF4561_高品質 1080p HD.mp4,備後,車両・内装,製品・人物・交流・体験,6.006,,False,
V0624,DSCF4562_高品質 1080p HD.mp4,備後,車両・内装,製品・交流・体験,5.005,,False,
V0625,DSCF4597_高品質 1080p HD.mp4,備後,業種要確認,資料・交流・体験,3.003,,False,
V0626,DSCF4602_高品質 1080p HD.mp4,備後,業種要確認,工場全景・地域風景,11.011,,False,
V0627,DSCF4604_高品質 1080p HD.mp4,備後,繊維・織物,機械・工場全景・交流・体験,5.005,,False,
V0628,DSCF4607_高品質 1080p HD.mp4,備後,繊維・織物,機械・工場全景・交流・体験,8.008,,False,
V0629,DSCF4608_高品質 1080p HD.mp4,備後,繊維・織物,機械・素材加工,16.016,A,False,糸状素材を扱う装置の近景。反復動作・機械音の候補
V0630,DSCF4609_高品質 1080p HD.mp4,備後,繊維・織物,機械・素材加工,10.01,,False,
V0631,DSCF4613_高品質 1080p HD.mp4,備後,繊維・織物,機械・工場全景,6.006,,False,
V0632,DSCF4614_高品質 1080p HD.mp4,備後,繊維・織物,機械・素材加工,14.014,,False,
V0633,DSCF4617_高品質 1080p HD.mp4,備後,繊維・織物,機械・素材加工,25.025,,False,
V0634,DSCF4618_高品質 1080p HD.mp4,備後,繊維・織物,人物・交流・体験,11.011,,False,
V0635,DSCF4619_高品質 1080p HD.mp4,備後,繊維・織物,人物・交流・体験,3.003,,False,
V0636,DSCF4622_高品質 1080p HD.mp4,備後,繊維・織物,機械・素材加工,6.006,,False,
V0637,DSCF4623_高品質 1080p HD.mp4,備後,繊維・織物,機械・素材加工,7.007,,False,
V0638,DSCF4624_高品質 1080p HD.mp4,備後,繊維・織物,機械・素材加工,14.014,,False,
V0639,DSCF4626_高品質 1080p HD.mp4,備後,繊維・織物,機械・素材加工,6.006,,False,
V0640,DSCF4637_高品質 1080p HD.mp4,備後,繊維・織物,機械・素材加工,44.044,A,False,多数の白い糸状素材が動くように見える装置。加工の主軸候補
V0641,DSCF4638_高品質 1080p HD.mp4,備後,繊維・織物,機械・素材加工,8.008,,False,
V0642,DSCF4659_高品質 1080p HD.mp4,備後,繊維・織物,製品・素材加工,6.006,,False,
V0643,DSCF4676_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,8.008,,False,
V0644,DSCF4691_高品質 1080p HD.mp4,備後,金属加工,機械・素材加工,8.008,,False,
V0645,DSCF4692_高品質 1080p HD.mp4,備後,金属加工,機械・素材加工,20.02,A,False,金属状の素材を回転させて加工する寄り。加工の主軸候補
V0646,DSCF4700_高品質 1080p HD.mp4,備後,金属加工,機械・素材加工,22.022,,False,
V0647,DSCF4702_高品質 1080p HD.mp4,備後,金属加工,機械・素材加工,14.014,,False,
V0648,DSCF4703_高品質 1080p HD.mp4,備後,金属加工,機械・資料,9.009,,False,
V0649,DSCF4704_高品質 1080p HD.mp4,備後,金属加工,機械・素材加工,19.019,,False,
V0650,DSCF4708_高品質 1080p HD.mp4,備後,金属加工,機械・素材加工,11.011,A,False,複雑な形状の部品を加工工具が扱う寄り。加工の瞬間
V0651,DSCF4722_高品質 1080p HD.mp4,備後,金属加工,機械・素材加工,24.024,,False,
V0652,DSCF4723_高品質 1080p HD.mp4,備後,金属加工,人物・交流・体験,9.009,,False,
V0653,DSCF4729_高品質 1080p HD.mp4,備後,金属加工・装飾体験,手仕事・交流・体験,6.006,,False,
V0654,DSCF4730_高品質 1080p HD.mp4,備後,金属加工・装飾体験,手仕事・交流・体験,22.022,,False,
V0655,DSCF4736_高品質 1080p HD.mp4,備後,金属加工・装飾体験,手仕事・交流・体験,7.007,,False,
V0656,DSCF4737_高品質 1080p HD.mp4,備後,金属加工・装飾体験,製品,8.008,,False,
V0657,DSCF4739_高品質 1080p HD.mp4,備後,金属加工・装飾体験,機械・手仕事・交流・体験,9.009,A,False,小型装置を操作して部品を加工する手元。加工体験
V0658,DSCF4740_高品質 1080p HD.mp4,備後,金属加工・装飾体験,機械・手仕事・交流・体験,6.006,,False,
V0659,DSCF4743_高品質 1080p HD.mp4,備後,金属加工・装飾体験,製品,6.006,B,False,模様の異なる丸い金属状部品の完成形。質感と成果
V0660,DSCF4761_高品質 1080p HD.mp4,備後,金属加工・装飾体験,人物・交流・体験,8.008,,False,
V0661,DSCF4764_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,18.018,,False,
V0662,DSCF4766_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,9.009,,False,
V0663,DSCF4774_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,資料・地域風景,8.008,,False,
V0664,DSCF4778_高品質 1080p HD.mp4,備後,業種要確認,地域風景・交流・体験,11.011,B,False,夕景の中を歩く参加者。地域と交流の補助候補
V0665,DSCF4784_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,12.012,,False,
V0666,DSCF4785_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,10.01,,False,
V0667,DSCF4786_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,14.014,,False,
V0668,DSCF4794_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,13.013,,False,
V0669,DSCF4795_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,10.01,,False,
V0670,DSCF4796_高品質 1080p HD.mp4,備後,業種要確認,資料・交流・体験,1.001,,False,
V0671,DSCF4808_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,15.015,,False,
V0672,DSCF4809_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,10.01,,False,
V0673,DSCF4820_高品質 1080p HD.mp4,備後,調理体験,手仕事・素材加工・交流・体験,6.006,,False,
V0674,DSCF4821_高品質 1080p HD.mp4,備後,調理体験,手仕事・素材加工・交流・体験,13.013,,False,
V0675,DSCF4822_高品質 1080p HD.mp4,備後,調理体験,製品・素材加工,4.004,B,False,粒状の食材を加熱する寄り。調理音は要試聴
V0676,DSCF4823_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,3.003,,False,
V0677,DSCF4851_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,9.009,,False,
V0678,DSCF4852_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,11.011,,False,
V0679,DSCF4854_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,18.018,,False,
V0680,DSCF4856_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,12.012,,False,
V0681,DSCF4857_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,8.008,,False,
V0682,DSCF4864_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,8.008,,False,
V0683,DSCF4865_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,6.006,,False,
V0684,DSCF4872_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,15.015,,False,
V0685,DSCF4876_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,8.008,,False,
V0686,DSCF4877_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,7.007,,False,
V0687,DSCF4881_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,11.011,,False,
V0688,DSCF4886_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,11.011,,False,
V0689,DSCF4888_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,11.011,,False,
V0690,DSCF4889_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,10.01,,False,
V0691,DSCF4890_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,9.009,,False,
V0692,DSCF4891_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,9.009,,False,
V0693,DSCF4903_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,30.03,,False,
